Date	TransactionID	FarmID	CropType	Quantity	PricePerTon	TotalValue
2022-07-02	TRANS123527	48	Soybean	908.658613944223	476.1584637738539	432665.4897105606
2022-07-21	TRANS570577	38	Wheat	716.6372449168825	143.0732319028149	102531.6067321875
2022-07-13	TRANS451319	28	Corn	214.9509170262122	224.51153127518313	48258.95953055974
2022-07-08	TRANS912347	5	Wheat	142.99834916805298	366.54960510040326	52415.9884175594
2022-07-29	TRANS113744	25	Soybean	100.09824796970781	488.3827713736511	48886.25975309285
2022-07-17	TRANS545224	19	Rice	730.8468429953198	211.5089397079945	154580.6408508752
2022-07-01	TRANS159855	11	Corn	213.62001974604766	248.36059745418413	53054.795732303006
2022-07-28	TRANS743114	24	Wheat	715.649508172239	469.2849097897711	335843.51488370326
2022-07-04	TRANS472022	34	Rice	728.6577154706708	286.5191040231456	208774.35577620874
2022-07-17	TRANS145107	13	Corn	949.7865999218383	110.09460872778098	104566.38409328424
2022-07-16	TRANS853101	33	Rice	772.7392109543092	354.48513453662486	273924.5631568636
2022-07-07	TRANS555448	36	Wheat	450.20398416103586	322.8131550649485	145331.7685498341
2022-07-16	TRANS226457	17	Rice	358.02002010479225	191.73638735163783	68645.46525445361
2022-07-30	TRANS476547	46	Soybean	804.8514159100544	319.3779643119163	257051.80678691663
2022-07-26	TRANS875013	44	Soybean	219.83471597815995	381.0889100349823	83776.57229996688
2022-07-16	TRANS823392	43	Soybean	778.8065808517929	310.4267412310344	241762.38894310617
2022-07-29	TRANS191953	45	Rice	143.30395119754485	420.9812162772379	60328.27167247637
2022-07-20	TRANS263047	6	Corn	896.2405859967073	229.19220783117234	205411.35865248903
2022-07-29	TRANS838732	46	Soybean	847.3294369016828	249.32007721202046	211256.24063234538
2022-07-11	TRANS638416	42	Corn	252.53676126084446	311.88787782150166	78763.15454155998
2022-07-26	TRANS837138	19	Corn	782.4919883754849	377.8371738852195	295654.5614756192
2022-07-03	TRANS294217	8	Wheat	570.647574164301	434.2782589206958	247819.83496539126
2022-07-30	TRANS806150	9	Soybean	738.7816963937619	186.13955481840287	137516.4960747193
2022-07-24	TRANS585523	19	Rice	389.85928615237543	375.3712588082516	146341.97100110352
2022-07-26	TRANS332013	49	Wheat	511.65840862337893	414.11146678405436	211883.6140874225
2022-07-14	TRANS161038	34	Rice	847.1169675665817	481.16095012276355	407599.60497945076
2022-07-21	TRANS368129	36	Wheat	950.8617300928121	437.8504679112248	416335.25344001455
2022-07-16	TRANS722819	45	Wheat	102.8695209263059	442.49293541281827	45519.03627919143
2022-07-08	TRANS324150	28	Wheat	633.576169703868	373.76480137823245	236808.47122734753
2022-07-26	TRANS437703	6	Rice	526.1115517372488	151.65912233183118	79789.61618510894
2022-07-03	TRANS819890	3	Soybean	341.3382154473514	272.6763006076556	93074.8418442027
2022-07-10	TRANS508864	6	Soybean	635.4544953088822	102.39530838992982	65067.55901492021
2022-07-18	TRANS414111	48	Corn	948.5027087796154	276.8217691826285	262566.1979188886
2022-07-04	TRANS931549	4	Corn	418.7714744719033	127.93923124247172	53577.30051021167
2022-07-16	TRANS145741	45	Wheat	417.22916747063505	239.8425970864859	100069.32710638948
2022-07-09	TRANS641190	28	Soybean	487.62698977327426	121.61429446807816	59302.41232486951
2022-07-22	TRANS140631	27	Rice	699.3427008427544	203.4894926337525	142308.89137161025
2022-07-30	TRANS477972	30	Rice	905.2485044024788	103.45188081417511	93649.66038465551
2022-07-25	TRANS540472	9	Soybean	922.8604942490551	264.3923873026597	243997.28922182013
2022-07-05	TRANS296446	31	Wheat	164.9448358260276	438.78320127566855	72375.02309763397
2022-07-26	TRANS753239	17	Corn	492.4556307934628	324.01901131794796	159564.98660765422
2022-07-17	TRANS999419	9	Rice	770.4478220625443	300.55341667295585	231560.72528913524
2022-07-28	TRANS218359	35	Rice	721.1616953354385	487.86579047142766	351830.1205525386
2022-07-06	TRANS535958	17	Wheat	415.2729686725435	283.65126979217507	117792.70487433311
2022-07-08	TRANS815407	26	Rice	651.2005227264656	373.3242704204972	243108.96004430417
2022-07-17	TRANS674062	19	Rice	173.75654267401222	473.1230907719164	82208.23251177106
2022-07-17	TRANS266116	48	Corn	679.8356968297517	217.15554629502782	147630.09213592563
2022-07-23	TRANS229407	32	Wheat	515.9632754373528	458.48987344605246	236563.93685808257
2022-07-15	TRANS175817	43	Corn	361.17715313011416	310.96713853665955	112314.2258136885
2022-07-23	TRANS708642	18	Soybean	767.2080434505398	120.68006970019552	92586.72015816177
2022-07-09	TRANS956936	39	Soybean	603.9022079040302	347.1068818869952	209618.61235023983
2022-07-12	TRANS930766	24	Wheat	742.2260651048027	296.614825957619	220155.25512226947
2022-07-27	TRANS597493	10	Soybean	651.5012150046964	426.28350808341855	277724.22345281154
2022-07-04	TRANS728977	43	Rice	989.5436632008119	411.51900508894516	407216.0237724684
2022-07-08	TRANS456890	3	Wheat	713.2361366550572	171.26806335920116	122154.5718427102
2022-07-11	TRANS131783	1	Rice	484.77339334694636	395.9898773055903	191965.35655247196
2022-07-27	TRANS384006	14	Corn	249.27351501136746	378.5739916895826	94368.46960034648
2022-07-27	TRANS119006	30	Corn	818.2255651096042	136.989311240402	112088.15660365338
2022-07-25	TRANS111023	47	Soybean	440.52355265423967	413.733985015	182259.56493260374
2022-07-16	TRANS842141	21	Corn	330.20487723223005	265.5948911005494	87700.72840936441
2022-07-12	TRANS997091	35	Corn	660.6718687935261	164.28825779111554	108540.63029568887
2022-07-17	TRANS173163	39	Wheat	976.4339745038835	444.22271003712706	433754.1463264382
2022-07-03	TRANS284213	47	Soybean	886.299963923549	285.3616737227402	252916.04112562817
2022-07-13	TRANS733651	3	Corn	833.571431043236	108.2183853603972	90207.75435005467
2022-07-03	TRANS501446	24	Rice	705.7223993234933	254.99605248314893	179956.42597642727
2022-07-26	TRANS812923	17	Corn	487.3556685986299	237.53964711589032	115766.29353884734
2022-07-05	TRANS202844	23	Corn	282.12133944028005	276.3659148867732	77968.7220834949
2022-07-23	TRANS822536	11	Wheat	223.87844314942697	265.07518302168654	59344.6192924446
2022-07-27	TRANS248777	12	Soybean	847.6070156340386	141.44018737097377	119885.69510823031
2022-07-16	TRANS232028	46	Soybean	636.5979786437135	372.083266137057	236867.4551100014
2022-07-11	TRANS122785	3	Soybean	667.6466759055356	397.8235161247689	265605.5481377542
2022-07-22	TRANS202838	3	Soybean	797.9477119507943	285.42965959011815	227757.94379282888
2022-07-21	TRANS299820	2	Soybean	385.41369855994566	284.7662347352482	109752.80775430167
2022-07-16	TRANS642965	31	Wheat	597.243422295323	459.19885067638376	274253.4930920424
2022-07-18	TRANS814849	6	Rice	603.2212713345864	203.20985646973367	122580.50796739156
2022-07-15	TRANS846945	1	Soybean	140.99442072989478	447.14197991041937	63044.52444148783
2022-07-18	TRANS316377	41	Wheat	701.1800850581913	164.95429205216436	115662.66453185033
2022-07-28	TRANS628102	50	Corn	604.5284415641374	234.80952526139873	141949.03637068835
2022-07-18	TRANS467295	21	Rice	648.5709250901784	398.0041051904714	258133.89069307272
2022-07-17	TRANS265583	38	Rice	472.63235355136754	417.20264329028385	197183.4672061385
2022-07-09	TRANS938529	4	Rice	322.01476881689837	271.1243112506696	87306.03240802517
2022-07-29	TRANS199366	16	Corn	603.8151699065294	116.61457781221944	70413.65111526348
2022-07-07	TRANS792994	13	Rice	146.9952047295668	275.184030585581	40450.73291423485
2022-07-06	TRANS406980	14	Corn	355.34489965923865	477.6084426617929	169715.72413406003
2022-07-28	TRANS261522	1	Corn	376.26213818297344	262.33486025477947	98706.67543939486
2022-07-10	TRANS635864	34	Corn	116.95679245208642	347.09659853119484	40595.304835238116
2022-07-12	TRANS216371	35	Corn	992.869674224275	256.10174699629613	254275.65810848022
2022-07-12	TRANS849423	13	Wheat	858.4280614376455	499.69295675713056	428950.4561830688
2022-07-21	TRANS806110	7	Rice	782.7347309634587	139.65913200199887	109316.05311417475
2022-07-21	TRANS629447	46	Corn	958.1161180385285	344.0349462298981	329625.42715138383
2022-07-15	TRANS662592	19	Rice	475.5760343356335	433.54309943829554	206182.7079444438
2022-07-28	TRANS699536	15	Rice	575.5867979545608	240.35847620422453	138347.1656796271
2022-07-13	TRANS571632	14	Soybean	697.6534781663405	368.44397352534196	257046.2196393819
2022-07-20	TRANS805580	15	Corn	318.7183184410753	279.9316901734522	89219.35757045077
2022-07-07	TRANS527761	12	Wheat	904.7595646087013	137.85088253408503	124721.90446246401
2022-07-01	TRANS173009	30	Wheat	347.73995847584274	191.57721626794887	66619.05322993408
2022-07-29	TRANS785444	12	Soybean	176.95718525348832	103.92907588991775	18390.996735476023
2022-07-03	TRANS819600	13	Corn	504.3360461270357	460.3217463290667	232156.8494898938
2022-07-06	TRANS902058	33	Rice	228.00340123372888	132.69560040462233	30255.04822100566
2022-07-25	TRANS893511	46	Corn	784.3135380573939	128.02222718348756	100409.56595226859
