Date	TransactionID	FarmID	CropType	Quantity	PricePerTon	TotalValue
2022-11-01	TRANS348471	43	Corn	226.64777513952953	108.14233267035588	24510.219098135018
2022-11-07	TRANS930366	46	Corn	997.0836893634714	225.83857302236834	225179.95758972477
2022-11-17	TRANS626910	27	Soybean	625.2232285751898	320.5744887926103	200430.61688175678
2022-11-03	TRANS191599	6	Wheat	619.1571743640177	315.99548128559695	195650.86930458804
2022-11-16	TRANS211230	41	Soybean	419.02851349048734	305.42750379888525	127982.83289595706
2022-11-13	TRANS354870	13	Rice	826.067828955091	388.41603850930005	320857.99366271455
2022-11-20	TRANS302369	43	Soybean	824.1123910930862	197.0549056793484	162395.38949603037
2022-11-06	TRANS545656	7	Corn	466.5556832080971	264.519569144803	123413.10830426503
2022-11-25	TRANS164907	25	Corn	518.1716384185122	429.9079046829943	222766.08333865672
2022-11-29	TRANS142616	28	Rice	837.0728069957269	128.41541625411105	107493.05294535343
2022-11-04	TRANS801093	37	Wheat	326.1629333076506	435.67541696296206	142101.17196667346
2022-11-15	TRANS919936	5	Soybean	164.82430580214282	335.0299801757791	55221.08390537846
2022-11-07	TRANS596813	27	Wheat	246.4609917817097	126.10967684283523	31081.11602795608
2022-11-13	TRANS316059	49	Soybean	513.1223540138737	275.1044091012295	141162.22199761865
2022-11-26	TRANS370253	6	Rice	199.4132273353924	464.60135288955627	92647.65520409595
2022-11-07	TRANS318241	31	Corn	925.4632049423656	311.9333885953447	288682.87353798
2022-11-10	TRANS815589	50	Rice	490.9199958474989	229.01078023874365	112425.97128383652
2022-11-27	TRANS284510	35	Wheat	450.2775988111978	382.8777621642304	172401.27938551453
2022-11-15	TRANS164521	16	Wheat	170.2244293840778	277.60722628006835	47255.5316864212
2022-11-08	TRANS916657	2	Wheat	504.1705578157601	398.7282634386743	201027.05099478576
2022-11-20	TRANS565312	28	Corn	994.5253994171113	321.68793761945585	319926.8246486561
2022-11-26	TRANS411181	30	Soybean	415.97264233176014	179.96008054276137	74858.47021760883
2022-11-29	TRANS534795	14	Corn	290.0549246688654	197.35691629421095	57244.34548859693
2022-11-19	TRANS747815	4	Soybean	280.3435781889664	481.1944085957889	134899.762310267
2022-11-05	TRANS256750	2	Wheat	145.16975624727684	430.5417008175922	62501.63376197785
2022-11-14	TRANS107030	9	Wheat	257.07112969825073	495.7984954175281	127455.47931967693
2022-11-11	TRANS616230	12	Wheat	512.158080253653	226.27891422874993	115890.57431327757
2022-11-03	TRANS435509	33	Wheat	112.15127850822785	209.826963318193	23532.362201634372
2022-11-01	TRANS679133	20	Wheat	355.90801866790764	360.69587910019635	128374.55567223004
2022-11-19	TRANS410685	45	Corn	730.143482827484	367.369533192329	268232.4704497541
2022-11-24	TRANS913826	40	Soybean	205.07524205990046	130.05826833650138	26671.73086099951
2022-11-08	TRANS607911	40	Wheat	116.15567482705566	222.97592575283136	25899.919126007586
2022-11-18	TRANS984071	10	Soybean	592.98908626156	151.55793283556568	89872.20010785297
2022-11-16	TRANS343604	15	Corn	798.9019113570982	341.9613973389618	273193.6139444407
2022-11-03	TRANS111345	40	Corn	166.48725042304864	186.36033787374288	31026.620240509787
2022-11-19	TRANS394513	3	Wheat	445.90009088626897	307.0079404802536	136894.86856295133
2022-11-17	TRANS502346	3	Rice	153.70342549607437	182.4924764766389	28049.71876172117
2022-11-28	TRANS163057	22	Rice	748.7660522088714	147.55962569610276	110487.6383978896
2022-11-19	TRANS962938	32	Soybean	691.0158777541391	128.62129505058095	88879.3570972513
2022-11-22	TRANS760636	47	Corn	920.837586757681	274.09954645192215	252401.16488616288
2022-11-22	TRANS218993	29	Soybean	816.2321695964177	382.41554000372844	312139.86590462894
2022-11-08	TRANS449524	1	Corn	794.6869657865443	481.6086565253593	382728.1219506718
2022-11-24	TRANS127230	18	Wheat	958.0788200987461	357.48773523713686	342501.427575769
2022-11-12	TRANS224724	9	Rice	425.3451108780906	135.39390211946306	57589.13430922037
2022-11-17	TRANS559211	42	Corn	876.9325536984319	437.78955727463125	383911.9144433483
2022-11-02	TRANS432114	23	Soybean	805.5922950691881	210.60550959197815	169662.1758264176
2022-11-07	TRANS644136	13	Soybean	736.8213075028006	403.12255109826907	297029.28518409113
2022-11-22	TRANS464889	47	Rice	428.91014640023144	266.5658334765824	114332.79066174067
2022-11-09	TRANS747068	45	Wheat	279.58128495796444	221.63481780322178	61964.947152849076
2022-11-01	TRANS262842	6	Corn	981.8676351487829	420.2592406570945	412638.9467734046
2022-11-18	TRANS129737	32	Rice	137.1500466448261	167.49633056712588	22972.129550118523
2022-11-15	TRANS535163	18	Corn	529.981613014764	461.28932867617067	244474.86247829456
2022-11-20	TRANS813472	17	Corn	947.1245098117585	187.85048197352933	177917.79565708153
2022-11-07	TRANS472119	22	Soybean	341.8975612710357	305.7937505064482	104550.13755007819
2022-11-05	TRANS558346	6	Wheat	844.0631606482365	378.8579075661733	319780.00289688166
2022-11-17	TRANS179112	30	Soybean	767.4493855462089	120.2787499005587	92307.8527054499
2022-11-01	TRANS821247	31	Rice	361.4708683638709	257.83146793921827	93198.56460752078
2022-11-06	TRANS900291	37	Corn	102.82106175696494	422.129024612259	43403.754509064456
2022-11-18	TRANS552020	42	Rice	723.638236276706	356.987048290333	258329.47799844388
2022-11-29	TRANS974551	5	Rice	544.944482331532	142.34379961529737	77569.46819446154
2022-11-05	TRANS677995	42	Rice	716.6263475949821	216.3188020654884	155019.75304031282
2022-11-06	TRANS244442	24	Soybean	213.30878559202114	497.3732748819047	106094.0892509856
2022-11-20	TRANS978262	20	Wheat	816.5087057260224	139.34149817840603	113773.54633157521
2022-11-19	TRANS886078	6	Corn	775.7465465022211	400.68680992665816	310831.40902959695
2022-11-04	TRANS652126	15	Rice	541.4387805057	109.59232292311931	59337.5336762806
2022-11-17	TRANS131987	11	Corn	392.0088015968823	391.9511826461483	153648.31339359732
2022-11-19	TRANS474752	13	Corn	739.9525985416648	323.7985066573468	239595.54640501432
2022-11-06	TRANS381542	46	Corn	489.23253686746096	142.20676165877796	69572.17476603032
2022-11-12	TRANS972531	37	Wheat	960.0662431727342	344.3641992326859	330612.4430405117
2022-11-15	TRANS611222	44	Rice	536.190122367479	375.7789126382314	201488.94115061153
2022-11-21	TRANS421845	42	Corn	637.6143101176356	134.29092732232158	85625.81697967961
2022-11-21	TRANS991621	28	Corn	335.9945299475005	318.1875774592462	106909.28552355334
2022-11-21	TRANS753687	45	Wheat	693.224359663189	339.99465686998076	235692.57829759808
2022-11-29	TRANS226545	31	Corn	647.867469276041	427.06429972076495	276681.06707823667
2022-11-01	TRANS463582	18	Rice	571.0080794999184	351.38378488041906	200642.98017198054
2022-11-04	TRANS826040	10	Soybean	578.581225362426	385.8496408183101	223245.3579903098
2022-11-23	TRANS675245	34	Wheat	490.1628011835526	140.14443001991089	68693.58638883187
2022-11-27	TRANS151503	16	Rice	856.1692389835315	365.6774867105271	313081.81551036244
2022-11-18	TRANS318590	39	Rice	224.05277291340832	286.46038801167435	64182.24426386651
2022-11-29	TRANS872836	21	Wheat	365.7088186677615	267.9754500294349	98000.98526222639
2022-11-24	TRANS281733	4	Corn	838.6220078466738	308.1307480338107	258405.22659541183
2022-11-10	TRANS675100	24	Rice	575.7037548905835	480.10565773465356	276398.62990205333
2022-11-26	TRANS792009	30	Corn	626.9984757326074	166.66249172162426	104497.12827125672
2022-11-10	TRANS680871	16	Soybean	792.2932095166914	297.8752127832804	236004.5083715326
2022-11-22	TRANS107343	21	Corn	902.3896175040394	447.12708496663305	403482.83917873615
2022-11-17	TRANS655935	20	Corn	356.17861939044775	108.64212338569973	38696.00151516521
2022-11-28	TRANS901952	9	Corn	891.3306617549318	296.8953172200092	264631.8995696512
2022-11-09	TRANS335852	41	Corn	871.2422620781252	106.01338390424031	92363.34040328705
2022-11-07	TRANS604709	14	Corn	821.7737924206895	222.93202196726543	183199.69314405217
2022-11-16	TRANS794838	33	Corn	536.4469964763994	115.15759193245812	61775.94431362199
2022-11-07	TRANS213983	49	Corn	314.13093998148554	412.68425652092935	129636.89341648004
2022-11-29	TRANS261993	19	Corn	504.0241740093342	135.7611487819924	68426.90087740205
