Date	TransactionID	FarmID	CropType	Quantity	PricePerTon	TotalValue
2022-02-21	TRANS841040	29	Rice	319.34458030721044	173.2486385248355	55326.01375850921
2022-02-06	TRANS324285	28	Wheat	661.3173298688972	246.85069227198534	163246.64068959816
2022-02-14	TRANS792965	41	Soybean	430.20765097107164	492.66299313051917	211947.38899505785
2022-02-23	TRANS998904	18	Rice	643.1253476777953	185.68995970422276	119421.91989505406
2022-02-21	TRANS339531	33	Soybean	210.78669854564987	121.07616725211363	25521.245567633963
2022-02-19	TRANS898413	33	Wheat	415.06072287976303	499.4505900889138	207302.32296502878
2022-02-15	TRANS949794	23	Corn	278.2284826858744	162.71472292881202	45271.87047113582
2022-02-14	TRANS278573	25	Wheat	374.16664672533636	169.6216709553571	63466.77183331435
2022-02-13	TRANS615887	49	Soybean	841.9480666629534	341.73757973269227	287725.29456201714
2022-02-17	TRANS283316	27	Corn	106.66233267343807	235.14188531883784	25080.781997337304
2022-02-01	TRANS699163	8	Wheat	174.862569807792	448.8034266216326	78478.92051760148
2022-02-08	TRANS744153	27	Corn	885.40830837279	400.34979593249574	354473.03557398275
2022-02-03	TRANS246562	15	Corn	375.87873323944564	400.24190802907924	150442.421379309
2022-02-10	TRANS547004	46	Wheat	424.89680481946044	135.18069847385456	57437.84685480371
2022-02-17	TRANS951176	29	Corn	760.9225300283662	117.20576479957981	89184.50708520589
2022-02-07	TRANS210671	22	Wheat	243.40475662680424	423.97962019255266	103198.65626769318
2022-02-03	TRANS194939	39	Corn	911.1708038089126	391.28039895105655	356523.2756269062
2022-02-23	TRANS708186	25	Corn	465.0817317596424	139.4297777669662	64846.24250272273
2022-02-04	TRANS954395	25	Wheat	267.5243741684216	472.6636135499407	126449.03740713256
2022-02-26	TRANS623058	9	Rice	486.1974412115655	117.69419552041444	57222.616707479196
2022-02-06	TRANS425873	6	Rice	422.3991703326069	329.37875051281407	139129.3109418034
2022-02-13	TRANS224477	4	Wheat	132.66498937743464	250.35412035088763	33213.2267169475
2022-02-24	TRANS467706	33	Rice	686.1758804310036	348.5244752458542	239149.08865357755
2022-02-22	TRANS752749	47	Wheat	933.9668870128354	234.8925514052782	219381.8650184901
2022-02-11	TRANS916001	36	Corn	969.5132376280718	265.37617237018014	257285.7120639586
2022-02-07	TRANS835147	16	Corn	254.2784873348377	266.14216503954424	67674.22714227403
2022-02-10	TRANS311197	43	Corn	155.88596635800613	418.44235154915157	65229.29033635602
2022-02-07	TRANS853830	14	Wheat	967.1596283760124	342.9967811971322	331732.6394367868
2022-02-20	TRANS608990	9	Corn	136.38667817932128	280.9803603147333	38321.97797695526
2022-02-23	TRANS183514	35	Corn	644.6346476379522	381.24760527800845	245765.41569120207
2022-02-11	TRANS295226	11	Rice	181.95939818922216	117.57109971310857	21393.166548242265
2022-02-18	TRANS525194	45	Soybean	937.5642259912433	411.8173849056811	386105.2477288328
2022-02-26	TRANS843134	9	Wheat	706.7556079604446	474.0274082695587	335021.52912146586
2022-02-20	TRANS456763	44	Wheat	529.5029159205087	450.31253218194973	238441.7988658903
2022-02-26	TRANS421428	13	Rice	528.8804362817946	491.6617616712852	260030.28701578503
2022-02-11	TRANS864008	26	Wheat	157.45213449647542	463.5916732557145	72993.49848890485
2022-02-25	TRANS873604	30	Soybean	198.69866267216625	380.2042695136104	75546.07989460226
2022-02-19	TRANS983955	20	Soybean	242.27101566228436	126.1686644769469	30567.010487583902
2022-02-22	TRANS744848	11	Soybean	688.3829512914535	482.1209126763744	331883.8167474918
2022-02-05	TRANS968416	14	Rice	616.2664327159175	117.83948830813817	72620.52109272538
2022-02-13	TRANS225674	7	Wheat	375.406408284793	199.0434016917763	74722.16852189702
2022-02-10	TRANS858132	49	Soybean	296.65460506931095	167.66285258560055	49737.95731857543
2022-02-09	TRANS142226	31	Wheat	678.2665890834681	483.36388195220843	327849.5714978686
2022-02-19	TRANS332725	50	Corn	782.5795486189805	209.20000506411318	163715.64553416215
2022-02-20	TRANS898420	44	Soybean	588.67659456208	446.47587980879746	262829.9004799514
2022-02-01	TRANS552783	25	Corn	700.0778021221948	229.10068171279798	160388.30171819212
2022-02-04	TRANS835405	30	Wheat	909.8455636483912	423.3230511947458	385158.6001196403
2022-02-22	TRANS732415	22	Wheat	678.3878624759227	212.61613606518932	144236.20607315373
2022-02-11	TRANS932793	49	Corn	707.9705251254942	372.5291856152114	263739.6831645739
2022-02-19	TRANS407625	32	Corn	288.77660449044333	125.96181616214687	36374.82556675422
2022-02-14	TRANS404109	46	Rice	276.8832268184651	251.3014721662732	69581.16251762841
2022-02-25	TRANS358717	24	Soybean	216.66919552960454	318.6167693755748	69034.43910284733
2022-02-25	TRANS606059	36	Rice	425.6096870815326	492.06243150433727	209426.53749713907
2022-02-15	TRANS240281	38	Wheat	457.1343955490283	271.21747298684943	123982.83557617832
2022-02-21	TRANS858837	39	Corn	112.69486315920044	465.78295249702626	52491.346093540735
2022-02-01	TRANS385608	31	Soybean	761.5789960874098	406.9690010473367	309939.0432563267
2022-02-06	TRANS474438	28	Wheat	362.0646149222565	284.7796206000841	103108.62367027576
2022-02-16	TRANS729482	39	Rice	278.6933864600926	132.45140912526531	36913.331750531404
2022-02-27	TRANS957082	15	Wheat	435.07719145231823	256.9305427917325	111784.61895614663
2022-02-24	TRANS761520	41	Wheat	552.9353150170789	438.8667938030038	242664.94888199933
2022-02-10	TRANS999647	39	Corn	365.2434123055869	382.15598836490375	139579.95722341162
2022-02-01	TRANS159606	28	Wheat	212.3012594934455	162.62945153023992	34526.437390598185
2022-02-22	TRANS439441	43	Rice	242.66096714397895	392.17003257753436	95164.35939015022
2022-02-06	TRANS603106	32	Corn	696.5417865272705	332.26267660957933	231434.8383619691
2022-02-16	TRANS438239	24	Soybean	775.5931219724248	163.66088487825166	126934.25664749282
2022-02-04	TRANS112366	21	Wheat	445.92258469302243	401.48985005152826	179033.3916629915
2022-02-03	TRANS310253	13	Wheat	899.4536800394901	270.49475969953846	243297.50704314743
2022-02-27	TRANS798522	42	Wheat	735.7004195378038	250.35237319164233	184184.34598937607
2022-02-07	TRANS329475	2	Rice	614.4200494008028	129.1513427315026	79353.17438126984
2022-02-07	TRANS591364	27	Soybean	737.8891237558134	318.7873348986426	235229.70721281043
2022-02-11	TRANS298551	15	Corn	848.531257880123	181.22960950261344	153778.9885163761
2022-02-24	TRANS411575	32	Wheat	328.8042988116748	211.87311648420217	69664.79150263239
2022-02-01	TRANS381906	35	Soybean	720.600790230561	469.178469976245	338090.3762240477
2022-02-03	TRANS455500	47	Soybean	354.63076004246113	102.00715460889818	36174.8747687224
2022-02-15	TRANS483725	6	Soybean	610.7618270982991	211.89931249119178	129420.01125799373
2022-02-22	TRANS443027	1	Soybean	459.23913539202454	478.15609125255514	219587.9899292534
2022-02-02	TRANS730497	33	Wheat	730.8239329565066	165.00208897241606	120587.47560886054
2022-02-13	TRANS339267	23	Rice	381.6360919625366	457.87933299757117	174743.279235606
2022-02-13	TRANS661885	18	Wheat	778.8912239876895	106.79462174524015	83181.39364645242
2022-02-09	TRANS203299	17	Soybean	840.4606213226432	315.2706267317413	264972.5468277384
2022-02-03	TRANS194675	15	Corn	270.7781705486592	449.82750867037083	121803.46986022416
2022-02-15	TRANS540823	31	Soybean	535.8759569645545	429.8363795459288	230338.98122735406
2022-02-18	TRANS384736	5	Rice	711.7768833706549	467.5476592914849	332789.61575773795
2022-02-04	TRANS551073	35	Wheat	616.2071621964741	106.19682445980732	65439.243834654975
2022-02-15	TRANS360859	26	Rice	677.5041989237947	308.577844723848	209062.78549526172
