Date	TransactionID	FarmID	CropType	Quantity	PricePerTon	TotalValue
2022-03-29	TRANS434739	42	Rice	798.5180548852394	154.944378666714	123725.88386834644
2022-03-16	TRANS824591	48	Rice	736.6438685445501	132.47176323649984	97584.51214345294
2022-03-11	TRANS259159	9	Corn	583.105738674365	496.2422594532757	289361.7092599383
2022-03-25	TRANS701063	19	Rice	784.3912550885742	281.77606139854964	221022.6784543235
2022-03-17	TRANS586217	25	Corn	403.10157952787773	201.12308987149663	81073.0352067276
2022-03-29	TRANS998658	27	Soybean	573.0046408282383	134.2136676846697	76905.0544458947
2022-03-15	TRANS481287	13	Rice	336.88542827615674	277.0537309995476	93335.36482328972
2022-03-20	TRANS808047	25	Wheat	606.757200372379	250.95716157468178	152270.06477045268
2022-03-11	TRANS837546	7	Rice	764.8518412329599	467.27054411956954	357392.7360237798
2022-03-19	TRANS936321	36	Corn	533.8654745604713	344.4138969786011	183870.68855570213
2022-03-23	TRANS644263	12	Soybean	140.87011801219228	138.86196972354728	19561.502062361575
2022-03-01	TRANS526409	14	Corn	929.3886651210619	173.60152089865943	161343.2857709912
2022-03-13	TRANS153203	50	Rice	938.2291538567204	254.42266262436925	238706.7594760358
2022-03-17	TRANS798014	18	Rice	228.343333638395	478.44067091547396	109248.73774502962
2022-03-05	TRANS975160	10	Soybean	551.7894910367759	187.59619550893063	103513.60924030833
2022-03-29	TRANS391507	21	Rice	558.6435392747637	174.14505205345012	97285.00822632734
2022-03-25	TRANS313954	24	Rice	995.3827505794729	328.5571475832063	327040.11728391773
2022-03-13	TRANS219718	6	Rice	668.0999147432475	290.0817583757031	193803.59803937856
2022-03-26	TRANS819801	35	Rice	670.7750380693611	194.03453716029344	130153.5240504667
2022-03-24	TRANS686620	12	Rice	725.1256361734432	404.3866219600181	293231.10650878784
2022-03-07	TRANS597054	43	Rice	463.4574653847883	448.9194164450363	208055.05490763477
2022-03-17	TRANS773278	22	Soybean	372.4124264807883	215.6897469754076	80325.54203813881
2022-03-30	TRANS611564	44	Corn	434.0352351140028	336.79925391103467	146182.74335749666
2022-03-12	TRANS766146	2	Soybean	758.4220590805958	463.81478993121846	351767.3680116687
2022-03-22	TRANS248032	42	Corn	447.3722951493632	341.88337221728204	152949.1489022495
2022-03-06	TRANS310703	1	Wheat	912.4767990008602	382.87473315638374	349364.31092884555
2022-03-17	TRANS450166	33	Corn	108.75196973392013	342.8818218627365	37289.073513527714
2022-03-03	TRANS411379	26	Wheat	878.7466440486822	205.1095704825253	180239.34672378577
2022-03-28	TRANS992168	7	Rice	346.99360143588206	480.03295926975443	166568.36534493617
2022-03-26	TRANS307526	13	Wheat	687.0717968263957	368.44433289617575	253147.70983347818
2022-03-05	TRANS421491	3	Soybean	106.0928549859248	270.9684699232905	28747.818585329587
2022-03-15	TRANS708678	39	Corn	520.8023208341169	195.3827556517242	101755.79259438315
2022-03-28	TRANS675265	30	Soybean	686.945833767901	111.14066323354442	76347.61557048468
2022-03-05	TRANS556784	3	Wheat	500.0741829761725	205.66744779818902	102848.98092247397
2022-03-02	TRANS563724	18	Wheat	985.5000757924093	488.7337478634433	481647.14556173165
